user,date,text,favorite_count
"['TheHackersNews', 'Oracle', 'Ronnie2K', 'Reuters', 'BleacherReport', 'NBAonTNT', 'SportsCenter', 'NBATV', 'java', 'SportsCenter']","['Wed Jun 19 18:47:42 +0000 2019', 'Thu Jun 20 14:59:17 +0000 2019', 'Thu Jun 20 23:02:11 +0000 2019', 'Wed Jun 19 22:11:20 +0000 2019', 'Thu Jun 13 16:46:52 +0000 2019', 'Thu Jun 13 15:02:16 +0000 2019', 'Fri Jun 14 02:58:36 +0000 2019', 'Fri Jun 14 02:58:03 +0000 2019', 'Thu Jun 20 14:25:00 +0000 2019', 'Fri Jun 14 03:45:40 +0000 2019']","['Oracle releases EMERGENCY updates to patch a newly discovered critical RCE vulnerability (CVE-2019-2729) in the… https://t.co/xECK6RiKC9', 'Oracle CEO @MarkVHurd on our growing #cloud applications business. Per @IDC’s latest market share results, Oracle g… https://t.co/AvDf5QSsNQ', 'A week later, I am missing basketball bad especially since Oracle is now closed forever. Luckily NBA Draft tonight… https://t.co/LI93lgI8Jk', 'Oracle quarterly profit beats estimates; shares rise https://t.co/jh25H3yVw1 https://t.co/RX1IS5RXqW', 'Tonight is the last game at Oracle ✊\n\nBaron Davis’ mean poster on AK-47 is one of the best moments in the arena’s h… https://t.co/ksjt4s4WCi', 'Win or lose, this @warriors squad made history at Oracle! 🙌 https://t.co/ihBuspOn6a', 'Klay turning around in the tunnel and coming back out to shoot free throws had Oracle going nuts. https://t.co/T111U9aH8e', 'After going down with an apparent knee injury and leaving the court, Klay Thompson returns to a roar from the Oracl… https://t.co/1gVgWwMx7t', 'Best practices about Type Inference with @venkat_s \n\nWhen should you use Type Inference\n\n#JDK #CodeOnline #Java… https://t.co/Ky8NhzWNOZ', 'Not enough for one more Oracle miracle. https://t.co/iHsen1V3NL']","[127, 49, 398, 28, 34149, 25318, 39103, 28165, 113, 9089]"
